id,method,path,module,summary,status_code,p50_ms,p95_ms,max_ms,status,notes
345,POST,/api/v1/reports/generate,reports,Generate Report,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
346,GET,/api/v1/reports/types,reports,List Report Types,200,160.0,340.0,480.0,PASS,Optimized (Subquery Count Sorting Removed / Indexed Scan)
347,GET,/api/v1/rescue,rescue,List Requests,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
348,GET,/api/v1/rescue-centres,rescue-centres,List Rescue Centres,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
349,POST,/api/v1/rescue-centres,rescue-centres,Create Rescue Centre,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
350,POST,/api/v1/rescue-centres/bulk/delete,rescue-centres,Bulk Delete Rescue Centres,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
351,POST,/api/v1/rescue-centres/bulk/status,rescue-centres,Bulk Update Rescue Centre Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
352,GET,/api/v1/rescue-centres/{facility_id},rescue-centres,Get Rescue Centre,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
353,PUT,/api/v1/rescue-centres/{facility_id},rescue-centres,Update Rescue Centre,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
354,DELETE,/api/v1/rescue-centres/{facility_id},rescue-centres,Delete Rescue Centre,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
355,PUT,/api/v1/rescue-centres/{facility_id}/status,rescue-centres,Update Rescue Centre Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
356,POST,/api/v1/rescue/bulk/delete,rescue,Bulk Delete Rescue Requests,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
357,POST,/api/v1/rescue/bulk/status-update,rescue,Bulk Update Rescue Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
358,PATCH,/api/v1/rescue/dispatch/{dispatch_id},rescue,Update Dispatch,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
359,DELETE,/api/v1/rescue/dispatch/{dispatch_id},rescue,Delete Dispatch,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
360,GET,/api/v1/rescue/dispatches,rescue,List Dispatches,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
361,PATCH,/api/v1/rescue/dispatches/{dispatch_id},rescue,Update Dispatch,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
362,DELETE,/api/v1/rescue/dispatches/{dispatch_id},rescue,Delete Dispatch,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
363,POST,/api/v1/rescue/media-upload-url,rescue,Request Rescue Media Upload Url,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
364,POST,/api/v1/rescue/report,rescue,Report Incident,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
365,GET,/api/v1/rescue/status,rescue,Get Public Status,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
366,GET,/api/v1/rescue/{request_id},rescue,Get Request,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
367,DELETE,/api/v1/rescue/{request_id},rescue,Soft Delete Request,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
368,POST,/api/v1/rescue/{request_id}/admitted,rescue,Mark Admitted,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
369,POST,/api/v1/rescue/{request_id}/assign-coordinator,rescue,Assign Coordinator,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
370,POST,/api/v1/rescue/{request_id}/dispatch,rescue,Dispatch Team,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
371,POST,/api/v1/rescue/{request_id}/escalate,rescue,Escalate Rescue,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
372,POST,/api/v1/rescue/{request_id}/fail,rescue,Fail Rescue,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
373,POST,/api/v1/rescue/{request_id}/located,rescue,Mark Located,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
374,POST,/api/v1/rescue/{request_id}/secured,rescue,Mark Rescued,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
375,POST,/api/v1/rescue/{request_id}/verify,rescue,Verify Request,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
376,GET,/api/v1/settings/business-rules,settings,List Business Rules,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
377,POST,/api/v1/settings/business-rules,settings,Create Business Rule,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
378,DELETE,/api/v1/settings/business-rules/{rule_id},settings,Delete Business Rule,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
379,GET,/api/v1/settings/business-rules/{rule_key},settings,Get Business Rule,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
380,PUT,/api/v1/settings/business-rules/{rule_key},settings,Update Business Rule,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
381,GET,/api/v1/settings/email,settings,Get Email Settings,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
382,GET,/api/v1/settings/general,settings,Get General Settings,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
383,GET,/api/v1/settings/password-policy,settings,Get Password Policy,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
384,PUT,/api/v1/settings/password-policy,settings,Update Password Policy,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
385,GET,/api/v1/settings/public-content,settings,Get Public Content,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
386,PUT,/api/v1/settings/public-content,settings,Update Public Content,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
387,GET,/api/v1/settings/storage,settings,Get Storage Settings,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
388,GET,/api/v1/settings/system,settings,List Settings,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
389,POST,/api/v1/settings/system,settings,Create Setting,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
390,GET,/api/v1/settings/system/{key},settings,Get Setting,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
391,PUT,/api/v1/settings/system/{key},settings,Update Setting,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
392,DELETE,/api/v1/settings/system/{setting_id},settings,Delete Setting,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
393,POST,/api/v1/shelter/care-logs,shelter,Submit Daily Care Log,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
394,GET,/api/v1/shelter/dogs/{dog_id}/care-logs,shelter,List Care Logs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
395,POST,/api/v1/shelter/facilities,shelter,Create Facility,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
396,GET,/api/v1/shelter/facilities,shelter,List Facilities,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
397,POST,/api/v1/shelter/facilities/bulk/delete,shelter,Bulk Delete Facilities,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
398,POST,/api/v1/shelter/facilities/bulk/status,shelter,Bulk Update Facility Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
399,GET,/api/v1/shelter/facilities/{facility_id},shelter,Get Facility,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
400,PUT,/api/v1/shelter/facilities/{facility_id},shelter,Update Facility,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
401,DELETE,/api/v1/shelter/facilities/{facility_id},shelter,Delete Facility,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
402,POST,/api/v1/shelter/facilities/{facility_id}/sections,shelter,Create Section,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
403,GET,/api/v1/shelter/facilities/{facility_id}/sections,shelter,List Sections,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
404,PUT,/api/v1/shelter/facilities/{facility_id}/status,shelter,Update Facility Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
405,PATCH,/api/v1/shelter/kennels/{kennel_id}/assign/{dog_id},shelter,Assign Dog To Kennel,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
406,POST,/api/v1/shelter/kennels/{kennel_id}/assign/{dog_id},shelter,Assign Dog To Kennel,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
407,POST,/api/v1/shelter/kennels/{kennel_id}/cleaning-logs,shelter,Log Kennel Cleaning,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
408,GET,/api/v1/shelter/kennels/{kennel_id}/cleaning-logs,shelter,List Kennel Cleaning Logs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
409,PUT,/api/v1/shelter/kennels/{kennel_id}/sanitation,shelter,Update Kennel Sanitation,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
410,POST,/api/v1/shelter/sections/{section_id}/kennels,shelter,Create Kennel,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
411,GET,/api/v1/shelter/sections/{section_id}/kennels,shelter,List Kennels,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
412,POST,/api/v1/shelter/transfers,shelter,Request Transfer,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
413,GET,/api/v1/shelter/transfers,shelter,List Transfers,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
414,GET,/api/v1/shelter/transfers/{transfer_id},shelter,Get Transfer,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
415,POST,/api/v1/shelter/transfers/{transfer_id}/confirm-receiver,shelter,Confirm Transfer Receiver,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
416,POST,/api/v1/shelter/transfers/{transfer_id}/confirm-sender,shelter,Confirm Transfer Sender,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
417,GET,/api/v1/storage,storage,List Files,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
418,POST,/api/v1/storage/bulk/delete,storage,Bulk Delete Files,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
419,GET,/api/v1/storage/entity/{entity_type}/{entity_id},storage,List Files By Entity,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
420,POST,/api/v1/storage/upload-url,storage,Request Upload Url,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
421,GET,/api/v1/storage/{file_id},storage,Get File,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
422,DELETE,/api/v1/storage/{file_id},storage,Delete File,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
423,PUT,/api/v1/storage/{file_id}/confirm,storage,Confirm Upload,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
424,GET,/api/v1/storage/{file_id}/download-url,storage,Get Download Url,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
425,GET,/api/v1/volunteers,volunteers,List Profiles,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
426,POST,/api/v1/volunteers/apply,volunteers,Apply To Volunteer,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
427,POST,/api/v1/volunteers/attendance/{attendance_id}/check-in,volunteers,Check In,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
428,POST,/api/v1/volunteers/attendance/{attendance_id}/check-out,volunteers,Check Out,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
429,POST,/api/v1/volunteers/bulk/delete,volunteers,Bulk Delete Profiles,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
430,POST,/api/v1/volunteers/bulk/status,volunteers,Bulk Update Profile Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
431,GET,/api/v1/volunteers/shifts,volunteers,List Shifts,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
432,POST,/api/v1/volunteers/shifts,volunteers,Create Shift,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
433,GET,/api/v1/volunteers/shifts/{shift_id}/attendance,volunteers,List Shift Attendance,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
434,POST,/api/v1/volunteers/shifts/{shift_id}/join,volunteers,Join Shift,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
435,PUT,/api/v1/volunteers/{profile_id},volunteers,Update Profile,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
436,DELETE,/api/v1/volunteers/{profile_id},volunteers,Soft Delete Profile,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
437,GET,/api/v1/volunteers/{profile_id},volunteers,Get Profile,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
438,GET,/api/v1/volunteers/{profile_id}/certificate,volunteers,Issue Service Certificate,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
439,GET,/api/v1/volunteers/{profile_id}/service-summary,volunteers,Get Service Summary,200,185.0,390.0,520.0,PASS,Optimized (Shared Auth Cache / Composite Indexes)
440,GET,/health,common,Health,200,6.5,12.0,18.0,PASS,In-memory health check / Liveness probe
441,GET,/live,common,Live,200,6.5,12.0,18.0,PASS,In-memory health check / Liveness probe
442,GET,/ready,common,Ready,200,6.5,12.0,18.0,PASS,In-memory health check / Liveness probe
